app_id,income,dti,age,bureau_score,new_to_credit,recent_arrears,utilisation,hardship_flag,segment
165,39874.0,0.393,37,705.0,0,0,0.94,0,HighRisk
166,21676.0,0.47,50,648.0,0,1,0.579,0,Value
167,41194.0,0.658,48,706.0,0,0,0.718,0,HighRisk
168,34021.0,0.115,69,670.0,0,0,0.23,0,Value
169,28146.0,0.231,66,522.0,0,0,0.645,0,Value
170,29311.0,0.246,53,653.0,0,0,0.313,0,Core
171,23643.0,0.218,54,739.0,1,0,0.536,0,Core
172,34757.0,0.191,65,588.0,1,0,1.217,0,HighRisk
173,25356.0,0.284,29,686.0,0,0,0.617,0,Core
174,19361.0,0.174,56,767.0,0,0,0.36,0,HighRisk
175,19010.0,0.36,58,638.0,0,0,0.64,0,Core
176,31584.0,0.326,27,680.0,1,0,0.436,0,Value
177,51673.0,0.378,64,608.0,0,0,0.339,0,Core
178,31445.0,0.381,55,769.0,0,0,1.013,0,HighRisk
179,28523.0,0.392,38,675.0,0,0,0.785,0,Core
180,32861.0,0.275,44,683.0,0,0,0.626,0,Core
181,46962.0,0.575,44,754.0,0,0,0.464,0,HighRisk
182,32106.0,0.348,66,716.0,0,0,0.482,0,Core
183,25750.0,0.097,68,632.0,0,0,0.889,0,Core
184,43792.0,0.2,60,644.0,0,0,0.617,0,HighRisk
185,34547.0,0.111,52,707.0,0,0,0.02,0,Value
186,50895.0,0.322,26,646.0,1,0,1.083,0,Core
187,31702.0,0.305,65,564.0,0,0,0.59,0,Value
188,19369.0,0.264,27,677.0,1,0,0.626,0,Core
189,18419.0,0.561,29,599.0,1,0,0.789,0,Core
190,52988.0,0.386,24,769.0,1,0,0.652,0,Value
191,54355.0,0.407,67,690.0,0,0,0.714,1,Core
192,27922.0,0.208,45,630.0,0,0,0.457,0,Core
193,26001.0,0.2,32,642.0,0,0,0.279,0,Core
194,49588.0,0.324,24,576.0,1,0,0.612,0,HighRisk
195,20182.0,0.341,41,620.0,0,0,0.865,0,Value
196,21739.0,0.097,56,736.0,0,0,0.407,0,Core
197,37241.0,0.298,69,803.0,0,0,0.39,0,HighRisk
198,25897.0,0.322,48,720.0,0,0,0.819,0,Value
199,29679.0,0.294,50,675.0,0,0,0.449,0,Core
200,28079.0,0.222,61,656.0,1,0,0.46,0,HighRisk
201,33462.0,0.255,65,627.0,1,0,0.468,0,Core
202,48660.0,0.299,34,793.0,0,0,0.536,0,Core
203,30690.0,0.331,69,670.0,0,0,0.204,0,Core
204,37249.0,0.393,46,796.0,0,0,0.431,0,Core
205,15000.0,0.45,66,757.0,0,0,0.601,0,Value
206,29230.0,0.285,26,584.0,1,0,0.599,0,Value
207,22134.0,0.265,25,643.0,1,1,0.805,0,HighRisk
208,19408.0,0.373,64,643.0,1,0,0.955,0,Core
209,21865.0,0.393,53,676.0,0,0,0.883,0,Core
210,26451.0,0.268,29,677.0,0,0,0.751,0,Core
211,40969.0,0.415,64,845.0,0,0,0.517,0,Core
212,18690.0,0.438,26,621.0,1,0,0.413,0,HighRisk
213,30053.0,0.475,54,693.0,0,0,0.554,0,Value
214,25098.0,0.533,31,714.0,0,0,0.679,0,Value
215,26511.0,0.216,24,680.0,1,0,0.731,0,Value
216,42233.0,0.322,60,686.0,1,0,0.687,0,Core
217,35895.0,0.321,62,623.0,0,0,0.523,0,Core
218,47481.0,0.308,26,686.0,1,0,0.723,0,Core
219,28167.0,0.242,25,708.0,1,0,0.827,0,Value
220,23305.0,0.142,51,698.0,0,0,0.744,0,Core
221,27492.0,0.331,22,711.0,1,0,0.543,0,Core
222,32366.0,0.228,57,758.0,0,0,0.367,0,Value
223,31628.0,0.33,65,732.0,0,0,0.361,0,Core
224,20342.0,0.225,57,684.0,0,1,0.4,1,Core
225,30689.0,0.188,32,616.0,0,0,0.607,0,Core
226,32205.0,0.348,30,647.0,1,0,0.664,0,Core
227,71762.0,0.338,54,668.0,1,1,0.239,0,Core
228,57348.0,0.39,24,694.0,1,0,0.439,0,HighRisk
229,22057.0,0.582,47,654.0,0,0,0.604,0,Value
230,26887.0,0.353,42,629.0,0,0,0.352,0,Core
231,17815.0,0.378,57,615.0,0,0,0.645,0,Value
232,24179.0,0.191,30,589.0,0,0,0.482,0,Value
233,33205.0,0.166,58,667.0,0,0,0.391,0,Value
234,45345.0,0.51,55,599.0,1,1,0.562,0,HighRisk
235,23036.0,0.209,32,625.0,1,0,0.636,0,Value
236,23648.0,0.195,38,658.0,0,0,0.363,0,Core
237,15000.0,0.315,24,607.0,1,0,0.497,0,Core
238,28087.0,0.309,43,701.0,1,0,0.653,0,Core
239,20499.0,0.212,33,721.0,1,0,0.382,0,Core
240,24703.0,0.283,26,650.0,1,0,0.185,0,HighRisk
241,21875.0,0.468,48,656.0,0,0,0.212,0,Value
242,28768.0,0.223,48,710.0,1,0,0.458,0,Core
243,16071.0,0.153,25,641.0,1,0,0.26,0,HighRisk
244,17793.0,0.433,30,637.0,0,0,0.474,0,Value
245,62645.0,0.379,25,746.0,1,0,0.916,0,Core
246,18947.0,0.246,54,729.0,0,0,0.247,0,HighRisk
247,20254.0,0.13,37,713.0,0,0,0.488,0,Core
248,56552.0,0.231,24,731.0,1,0,1.019,0,Core
249,82189.0,0.313,30,571.0,0,0,0.64,0,Core
250,19731.0,0.46,68,754.0,0,0,0.469,0,HighRisk
251,26137.0,0.196,33,702.0,0,0,0.515,0,Core
252,33508.0,0.31,54,736.0,0,0,0.644,0,Core
253,54450.0,0.401,43,701.0,0,0,0.923,0,Value
254,21049.0,0.05,29,683.0,0,0,0.433,0,HighRisk
255,27287.0,0.444,36,665.0,0,0,0.383,0,Core
256,39029.0,0.178,21,700.0,1,0,0.247,0,Core
257,34619.0,0.36,57,663.0,0,0,0.573,0,HighRisk
258,26065.0,0.35,37,728.0,0,0,0.241,0,Value
259,28372.0,0.45,45,593.0,0,0,0.448,0,Core
260,18376.0,0.386,28,650.0,0,0,0.35,0,Core
261,27355.0,0.05,61,792.0,0,0,0.786,0,Core
262,27086.0,0.226,31,646.0,0,0,0.438,0,Value
263,32250.0,0.337,48,667.0,1,0,0.637,0,Value
264,24481.0,0.297,63,631.0,0,1,0.197,0,Value
265,35068.0,0.377,55,698.0,0,0,0.579,0,Core
266,42381.0,0.415,50,640.0,0,0,0.285,0,Value
267,31395.0,0.393,64,670.0,0,0,0.456,0,Core
268,33628.0,0.294,29,727.0,0,0,1.036,0,HighRisk
269,30291.0,0.098,68,642.0,0,0,0.755,0,Core
270,29733.0,0.265,48,723.0,1,1,0.522,0,Core
271,23097.0,0.37,41,725.0,1,0,1.254,0,Core
272,33216.0,0.189,33,738.0,0,0,0.349,0,Core
273,28737.0,0.396,57,688.0,0,0,0.806,0,Core
274,61859.0,0.429,68,850.0,0,0,0.213,0,Value
275,51569.0,0.335,54,738.0,0,0,0.496,0,HighRisk
276,34032.0,0.05,22,698.0,1,0,0.253,0,Core
277,22764.0,0.167,43,632.0,0,0,0.607,0,Core
278,20144.0,0.546,56,675.0,0,0,0.562,0,Core
279,45112.0,0.254,40,758.0,0,0,0.482,0,Value
280,32597.0,0.082,58,774.0,0,0,0.79,0,Core
281,35174.0,0.468,55,761.0,0,0,0.425,0,Core
282,16145.0,0.322,24,723.0,1,0,0.622,0,Core
283,41135.0,0.453,48,611.0,0,0,0.731,0,Core
284,34858.0,0.353,29,707.0,1,0,0.224,0,Value
285,20158.0,0.375,44,612.0,1,0,0.385,0,Core
286,25209.0,0.364,39,598.0,0,0,0.562,0,Core
287,32608.0,0.404,60,693.0,1,0,0.689,0,Value
288,30284.0,0.593,63,709.0,0,0,0.863,0,Core
289,26842.0,0.437,43,730.0,0,0,0.503,0,Value
290,28675.0,0.13,47,707.0,0,0,0.48,0,Core
291,27223.0,0.374,51,709.0,0,0,0.358,1,HighRisk
292,31363.0,0.457,53,626.0,0,1,0.623,0,Value
293,49763.0,0.464,52,674.0,0,0,0.485,0,Core
294,15000.0,0.269,59,597.0,0,0,0.49,0,HighRisk
295,27367.0,0.46,69,570.0,1,0,0.529,0,Core
296,31627.0,0.431,61,721.0,0,0,0.671,0,Core
297,32978.0,0.629,27,639.0,1,0,0.426,0,Value
298,26104.0,0.23,44,728.0,0,0,0.38,0,Value
299,16077.0,0.259,43,741.0,0,0,0.645,0,Core
300,33350.0,0.283,45,646.0,0,0,0.02,0,Core
301,54425.0,0.261,46,712.0,0,1,0.417,0,Core
302,17381.0,0.213,56,644.0,0,0,0.297,0,Value
303,40229.0,0.05,41,578.0,0,0,0.815,0,HighRisk
304,26503.0,0.268,33,687.0,0,0,0.453,0,Core
305,29101.0,0.364,43,654.0,0,0,0.427,0,HighRisk
306,20568.0,0.261,62,656.0,0,0,0.539,0,Core
307,26448.0,0.552,36,789.0,0,0,0.419,0,Value
308,46864.0,0.322,22,596.0,1,0,0.461,0,HighRisk
309,36458.0,0.475,68,701.0,1,0,0.571,0,Value
310,54519.0,0.351,30,625.0,0,1,0.457,0,Core
311,44896.0,0.419,50,730.0,0,0,0.456,0,Core
312,34672.0,0.354,60,696.0,0,0,0.328,0,Core
313,54741.0,0.484,34,701.0,1,0,0.296,0,Value
314,34671.0,0.327,37,628.0,0,0,0.563,0,HighRisk
315,39727.0,0.38,34,638.0,0,1,0.617,0,Core
316,26801.0,0.364,28,731.0,1,0,0.236,0,Core
317,30433.0,0.285,28,777.0,0,0,0.717,0,Core
318,23293.0,0.369,30,706.0,0,0,0.718,0,Value
319,42039.0,0.588,43,631.0,0,0,0.764,0,Value
320,19685.0,0.288,47,699.0,0,0,0.616,0,Core
321,39098.0,0.37,21,814.0,1,0,0.69,0,Value
322,27813.0,0.471,62,686.0,0,0,1.031,0,Core
323,44799.0,0.457,54,760.0,0,0,0.484,0,Value
324,38669.0,0.321,24,639.0,1,0,0.32,0,Core
325,56231.0,0.05,62,678.0,0,0,0.213,0,Core
326,38398.0,0.382,22,714.0,1,1,0.936,0,Value
327,17151.0,0.054,48,702.0,0,0,0.939,0,Value
328,29044.0,0.496,43,638.0,0,0,0.347,0,Core
329,19728.0,0.34,45,635.0,0,0,0.39,0,Value
330,24800.0,0.44,67,734.0,0,0,0.479,0,Core
331,50460.0,0.212,66,746.0,0,1,0.819,0,Core
332,37166.0,0.134,34,763.0,0,0,0.267,0,HighRisk
333,23281.0,0.351,49,779.0,0,1,0.117,0,HighRisk
334,20852.0,0.316,67,687.0,0,0,1.027,0,Core
335,30076.0,0.261,56,663.0,0,0,0.619,0,HighRisk
336,19423.0,0.33,64,754.0,0,0,0.65,0,Value
337,23508.0,0.652,42,719.0,0,0,0.505,0,Core
338,33163.0,0.42,34,626.0,1,0,0.652,0,Core
339,44550.0,0.446,46,623.0,0,1,0.217,0,Core
340,36793.0,0.421,61,707.0,1,1,0.365,0,Value
341,15000.0,0.498,66,670.0,0,0,0.573,0,HighRisk
342,33075.0,0.297,54,679.0,0,1,0.05,0,Core
343,30492.0,0.073,55,739.0,0,0,0.483,0,Core
344,34367.0,0.297,46,722.0,1,0,0.47,0,Core
345,52348.0,0.417,36,753.0,0,0,0.483,0,Core
346,15000.0,0.204,41,574.0,0,0,0.429,0,Value
347,24176.0,0.299,45,694.0,0,0,0.331,0,Core
348,36564.0,0.237,60,718.0,0,0,0.149,1,Value
349,17093.0,0.5,48,596.0,0,1,0.582,0,Core
350,49840.0,0.41,59,644.0,1,0,0.484,0,Value
351,33824.0,0.398,22,634.0,1,0,0.247,0,Value
352,39987.0,0.395,58,681.0,0,0,0.564,0,Value
353,24347.0,0.316,45,770.0,0,0,0.485,0,Core
354,39530.0,0.344,69,791.0,0,0,0.449,0,Value
355,43216.0,0.178,44,635.0,0,0,0.075,0,Value
356,32258.0,0.058,44,709.0,0,0,0.7,0,Value
357,32275.0,0.338,27,711.0,1,0,0.279,0,Value
358,32683.0,0.359,60,701.0,0,0,0.564,0,HighRisk
359,21979.0,0.465,55,702.0,0,0,0.372,1,Core
360,28236.0,0.509,63,697.0,0,0,0.464,0,Core
361,28187.0,0.508,25,773.0,1,0,0.804,0,HighRisk
362,34002.0,0.2,31,741.0,0,0,0.667,0,Core
363,42190.0,0.278,63,622.0,1,0,0.799,0,HighRisk
364,20527.0,0.378,23,724.0,1,0,0.623,0,Value
365,28460.0,0.624,45,729.0,0,0,0.637,0,HighRisk
366,49937.0,0.498,40,697.0,0,1,0.158,0,Value
367,22920.0,0.454,67,742.0,0,0,0.48,0,Value
368,22297.0,0.273,62,690.0,0,0,0.501,0,Value
369,31914.0,0.214,64,691.0,0,0,0.819,0,Core
370,39956.0,0.415,35,687.0,1,0,0.439,0,Core
371,29852.0,0.188,49,569.0,1,1,0.608,0,Core
372,47341.0,0.291,55,676.0,0,0,0.6,0,Core
373,40130.0,0.306,68,643.0,0,0,0.805,0,HighRisk
374,39920.0,0.511,21,615.0,1,0,0.521,0,Core
375,36096.0,0.277,68,759.0,0,0,0.732,0,Value
376,67150.0,0.05,38,708.0,0,0,0.175,0,Core
377,27672.0,0.381,27,678.0,1,0,0.195,0,Core
378,15000.0,0.236,51,649.0,0,0,0.048,0,HighRisk
379,52130.0,0.325,59,696.0,0,0,0.723,1,Core
380,25332.0,0.31,27,735.0,1,0,0.698,0,Value
381,30877.0,0.287,22,635.0,1,0,0.747,0,Core
382,47021.0,0.415,64,680.0,1,0,0.401,0,Core
383,16970.0,0.136,66,728.0,0,1,0.426,0,Core
384,19186.0,0.258,28,574.0,1,0,0.523,0,Value
385,16976.0,0.402,65,677.0,0,1,0.868,0,Core
386,22518.0,0.246,65,656.0,0,0,0.923,0,Value
387,34678.0,0.127,69,673.0,0,0,0.725,0,Value
388,35720.0,0.4,31,652.0,0,0,0.623,0,Core
389,32751.0,0.455,49,688.0,1,0,0.844,0,Core
390,18134.0,0.315,69,786.0,0,0,0.494,0,Core
391,15000.0,0.085,65,662.0,0,1,0.464,0,Value
392,30304.0,0.405,50,696.0,0,1,0.522,0,Core
393,25207.0,0.121,30,790.0,0,0,0.335,0,Core
394,34919.0,0.357,25,650.0,1,0,0.511,0,Core
395,38013.0,0.214,33,780.0,0,0,0.304,0,Core
396,31207.0,0.181,24,680.0,1,0,0.776,0,Value
397,38795.0,0.267,30,778.0,0,0,0.67,0,Core
398,32216.0,0.298,24,721.0,1,0,0.865,0,Core
399,35794.0,0.243,58,697.0,1,0,0.192,0,Core
400,23234.0,0.391,49,676.0,1,0,0.968,0,Value
401,27921.0,0.266,46,646.0,0,1,0.204,0,Value
402,31853.0,0.438,60,684.0,0,0,0.286,0,Core
403,39624.0,0.354,41,729.0,0,0,0.413,0,Core
404,25905.0,0.236,40,679.0,0,0,0.838,0,Value
405,35682.0,0.216,31,663.0,0,0,0.6,0,Core
406,27091.0,0.122,42,666.0,0,0,0.496,0,Value
407,28534.0,0.355,29,735.0,0,0,0.376,0,Core
408,39749.0,0.277,49,747.0,0,0,0.247,0,Core
409,15000.0,0.05,69,643.0,0,0,0.799,0,Core
410,18887.0,0.256,47,643.0,0,0,0.726,0,Core
411,17698.0,0.212,35,701.0,0,0,0.848,0,Value
412,15000.0,0.509,54,764.0,0,0,0.637,0,Core
413,23450.0,0.116,61,743.0,1,0,0.02,0,Core
414,38650.0,0.147,44,611.0,0,0,0.276,0,Core
415,26911.0,0.453,33,665.0,0,0,0.652,0,Core
416,31864.0,0.483,55,629.0,0,0,0.469,0,Value
417,43531.0,0.231,30,665.0,1,0,0.427,0,Value
418,47320.0,0.244,69,768.0,0,0,0.307,0,HighRisk
419,29022.0,0.394,36,602.0,0,0,0.758,1,Core
420,47751.0,0.05,38,591.0,0,0,0.65,0,Core
421,30707.0,0.097,56,634.0,0,0,0.66,0,Core
422,22179.0,0.286,21,696.0,1,0,0.411,0,HighRisk
423,24148.0,0.506,30,714.0,1,0,0.589,0,Core
424,17709.0,0.268,27,704.0,1,0,0.256,0,Core
425,21789.0,0.332,40,745.0,1,0,0.521,1,Value
426,26231.0,0.456,48,583.0,0,0,0.02,0,Core
427,39390.0,0.573,29,745.0,0,0,0.205,0,Core
428,54299.0,0.251,37,663.0,1,0,0.479,0,Core
429,18329.0,0.318,58,720.0,1,0,1.073,0,Value
430,34115.0,0.539,67,607.0,0,0,0.154,0,Value
431,20657.0,0.137,21,680.0,1,0,0.276,0,Core
432,35107.0,0.443,51,693.0,0,0,0.598,0,Value
433,28399.0,0.198,22,744.0,1,0,0.939,0,Core
434,15665.0,0.332,46,593.0,0,0,0.594,0,Core
435,41147.0,0.291,64,682.0,0,0,0.704,0,HighRisk
436,24059.0,0.205,60,620.0,0,0,0.476,0,Value
437,24665.0,0.202,32,708.0,1,0,0.438,0,HighRisk
438,20447.0,0.353,33,723.0,0,0,0.568,0,Value
439,23647.0,0.439,59,751.0,0,0,0.405,0,Core
440,34536.0,0.304,61,651.0,0,0,0.709,0,Core
441,27827.0,0.328,34,731.0,0,0,0.197,0,Core
442,33357.0,0.389,21,755.0,1,0,0.746,0,Core
443,33748.0,0.203,42,590.0,0,1,0.559,0,Core
444,47204.0,0.409,51,714.0,0,0,0.503,0,Core
445,26371.0,0.418,42,733.0,0,0,0.189,0,Core
446,17732.0,0.632,66,666.0,0,0,0.334,0,Value
447,43197.0,0.275,60,613.0,0,0,0.814,0,Core
448,26476.0,0.265,59,732.0,0,0,0.504,0,Core
449,43919.0,0.412,21,614.0,1,0,0.611,0,Value
450,34002.0,0.418,62,670.0,0,0,0.357,0,Value
451,28399.0,0.256,58,678.0,0,0,0.544,0,Core
452,33593.0,0.272,40,719.0,0,0,0.248,0,Value
453,58856.0,0.385,49,646.0,0,0,0.572,0,Value
454,61509.0,0.221,61,642.0,0,0,0.632,0,HighRisk
455,30463.0,0.271,65,685.0,0,0,0.621,0,Core
456,31447.0,0.331,47,735.0,0,1,0.351,0,Core
457,43334.0,0.44,23,806.0,1,0,0.475,0,Value
